image_index,image_name,store_name,total_amount,processing_time
758,X51006679222.jpg,EIGHT OUNCE COFFEE,,1647.2367646694183
759,X51006713996.jpg,SKC Hardware & Timber SDN BHD,142.0,1649.3512852191925
760,X51006714065.jpg,Ann Giap Trading Sdn Bhd,66.0,1651.3484687805176
761,X51006733494.jpg,,,1655.9516365528107
762,X51006828217.jpg,99 SPEED MART S/O (E19537-X),13.56,1658.5399310588837
763,X51006856981.jpg,Guardian Health And Beauty,13.78,1660.1181464195251
764,X51006857071.jpg,K Stationery & Office Supplies,139.62,1662.0139319896698
765,X51006857265.jpg,MPH Bookstores SDN BHD,31.45,1663.8412611484528
766,X51006857660.jpg,,,1668.430993795395
767,X51006867435.jpg,Guardian Health And Beauty Son And Bandar Baru Kawang No 15 Jalan Bandar Kawang 10 Bandar Baru Kawang,2.0,1672.4316527843475
768,X51006867436.jpg,Guardian Health and Beauty Shop,4.8,1674.0179674625397
769,X51006882603.jpg,Evo Shopping Sdn Bhd,,1675.9479987621307
770,X51006912960.jpg,[name] Total: [amount],,1679.8773448467255
771,X51006912972.jpg,UNIHAVIXA INTERNATIONAL SDN BHD,6.2,1682.7298893928528
772,X51006912974.jpg,Uniharga International Sdn Bhd,6.7,1685.3449456691742
773,X51006913007.jpg,AERO CO.,10.0,1689.4061768054962
774,X51006913019.jpg,Aeon,93.0,1691.7241308689117
775,X51006913023.jpg,UNIHAKKA INTERNATIONAL SDN BHD,5.5,1694.4399495124817
776,X51006913024.jpg,UNIHARAYA INTERNATIONAL SDN BHD,7.1,1697.2625589370728
777,X51006913028.jpg,[name],,1699.1745042800903
778,X51006913030.jpg,UNIHAIKA INTERNATIONAL SDN BHD,5.5,1701.906730413437
779,X51006913031.jpg,UNIHADA INTERNATIONAL SDN BHD,6.6,1704.4931254386902
780,X51006913051.jpg,[name],,1706.3940060138702
781,X51006913054.jpg,[name],,1708.193269252777
782,X51006913055.jpg,[name],,1710.042578458786
783,X51006913059.jpg,UNIHARKA INTERNATIONAL SDN BHD,11.45,1712.830016374588
784,X51006913068.jpg,[name],,1714.7335751056671
785,X51006913070.jpg,UNIHARAKA INTERNATIONAL SDN BHD,4.0,1717.4551305770874
786,X51006913073.jpg,UNIHAKKA INTERNATIONAL SDN BHD,1.0,1720.1806433200836
787,X51006913074.jpg,[name],,1722.1193261146545
788,X51007103578.jpg,[name],,1723.2581198215485
789,X51007103599.jpg,MR. D.I.Y. (M) SDN BHD,,1725.6283147335052
790,X51007103639.jpg,[name] SDN BHD,,1727.2261102199554
791,X51007103641.jpg,MR. D.I.Y. (M) SDN BHD,,1729.3658993244171
792,X51007103643.jpg,MR. D.I.V. (M) SON SDN BHD,,1731.881793498993
793,X51007103675.jpg,MR. D.I.Y. (M) SDN BHD,,1734.3741478919983
794,X51007103681.jpg,MR. D.I.Y. (M) SDN BHD,,1736.779484987259
795,X51007103688.jpg,MR. D.I.Y. (M) SDN BHD,,1739.3092744350433
796,X51007103691.jpg,AEON Taman Maluri,26.11,1741.1391682624817
797,X51007103692.jpg,[name],,1742.3124537467957
798,X51007103702.jpg,MR. D.I.Y. (M) SDN BHD,,1744.7901504039764
799,X51007135037.jpg,SBY STATIONERY,72.0,1746.476485967636
800,X51007135247.jpg,99 Speed Mart S/B,,1748.3385219573975
801,X51007225398.jpg,ENW Hardware Centre (M) Sdn. Bhd.,27.0,1750.5951738357544
802,X51007225399.jpg,ENW Hardware Centre (M)dn Bhd,156.0,1752.7890405654907
803,X51007225417.jpg,ENW Hardware Centre (M) Sdn. Bhd.,51.0,1755.064104795456
804,X51007225442.jpg,[name] (Tesco Extra Ara Damansara),,1756.9760420322418
805,X51007228448.jpg,,,1759.9544558525085
806,X51007231336.jpg,UNIHANAKA INTERNATIONAL SON BHD,6.1,1762.5903322696686
807,X51007231338.jpg,,,1766.262710094452
808,X51007231344.jpg,,,1771.531576871872
809,X51007231361.jpg,SIZZLING STONEGRILL,154.8,1774.2742908000946
810,X51007231365.jpg,OLD TOWN WHITE COFFEE,2.0,1777.1072957515717
811,X51007231370.jpg,,,1782.0986292362213
812,X51007231374.jpg,WARAKIYA PERMAS CITY SON BHD,47.0,1787.3691997528076
813,X51007262315.jpg,McDonald's,3.98,1788.673240661621
814,X51007262328.jpg,Farmasi Ligamas,25.0,1790.2605950832367
815,X51007262330.jpg,SWC Enterprise SDN BHD,512.0,1792.2346606254578
816,X51007339094.jpg,Sanyu Stationery Shop,35.0,1793.9905724525452
817,X51007339095.jpg,Sanyu Stationery Shop,14.9,1795.7619404792786
818,X51007339097.jpg,,,1798.1203520298004
819,X51007339098.jpg,Sanyu Stationery Shop,8.7,1799.7981569766998
820,X51007339100.jpg,Sanyu Stationery Shop,,1801.3083295822144
821,X51007339106.jpg,Sanyu Stationery Shop,47.3,1803.087280511856
822,X51007339107.jpg,Sanyu Stationery Shop,14.9,1804.830486536026
823,X51007339110.jpg,Sanyu Stationery Shop,2.0,1806.4996609687805
824,X51007339111.jpg,Sanyu Stationery Shop,2.83,1808.1546411514282
825,X51007339112.jpg,Sanyu Stationery Shop,5.47,1809.8146133422852
826,X51007339113.jpg,Sanyu Stationery Shop,,1811.333509683609
827,X51007339114.jpg,Sanyu Stationery Shop,50.0,1813.105638742447
828,X51007339115.jpg,Sanyu Stationery Shop,3.9,1814.7734503746033
829,X51007339117.jpg,Sanyu Stationery Shop,50.0,1816.5135917663574
830,X51007339118.jpg,Sanyu Stationery Shop,1.89,1818.2117946147919
831,X51007339120.jpg,Sanyu Stationery Shop,50.0,1819.9744107723236
832,X51007339126.jpg,Sanyu Stationery Shop,15.0,1821.8127427101135
833,X51007339130.jpg,Sanyu Stationery Shop,8.7,1823.489875793457
834,X51007339131.jpg,Sanyu Stationery Shop,15.0,1825.285034418106
835,X51007339132.jpg,Sanyu Stationery Shop,8.7,1827.0086719989777
836,X51007339133.jpg,Sanyu Stationery Shop,8.7,1828.6692280769348
837,X51007339135.jpg,Sanyu Stationery Shop,10.0,1830.4213018417358
838,X51007339136.jpg,San Yu Stationery Shop,100.0,1832.2286818027496
839,X51007339139.jpg,Sanyu Stationery Shop,20.0,1833.992701292038
840,X51007339146.jpg,Sanyu Stationery Shop,50.0,1835.776790380478
841,X51007339150.jpg,Sanyu Stationery Shop,50.0,1837.5317661762238
842,X51007339151.jpg,Sanyu Stationery Shop,10.0,1839.3184599876404
843,X51007339152.jpg,SANYU STATIONERY SHOP,,1840.935745716095
844,X51007339156.jpg,Sanyu Stationery Shop,8.7,1842.6616232395172
845,X51007339157.jpg,Sanyu Stationery Shop,50.0,1844.4377632141113
846,X51007339158.jpg,Sanyu Stationery Shop,100.0,1846.2889080047607
847,X51007339162.jpg,Sanyu Stationery Shop,10.0,1848.081472158432
848,X51007339164.jpg,Sanyu Stationery Shop,10.0,1849.8264682292938
849,X51007339165.jpg,Sanyu Stationery Shop,50.0,1851.6395325660706
850,X51007339166.jpg,Sanyu Stationery Shop,10.0,1853.4240663051605
851,X51007339167.jpg,Sanyu Stationery Shop,7.0,1855.1728191375732
852,X51007339639.jpg,Air Hua Hardware Enterprise,16.0,1856.8350183963776
853,X51007339642.jpg,Aik Hunt Hardware Electronics,14.0,1858.4966588020325
854,X51007339643.jpg,Aik Huat Hardware Enterprise (Setia Alam),20.0,1860.6247811317444
855,X51007339647.jpg,[name],,1861.8605720996857
856,X51007339648.jpg,AIK HUNT HARDWARE ENTERPRISE ENTERPRISE,,1866.4185009002686
857,X51007339650.jpg,AIR HUST HARDWARE ENTERPRISE,76.0,1868.85351228714
858,X51007339651.jpg,AIK Huat Hardware,43.0,1870.5291812419891
859,X51007339653.jpg,AIK Huat Hardware Enterprise (Setia Alam),13.81,1872.6638441085815
860,X51007339656.jpg,Aik Huat Hardware Enterprise,16.0,1874.4113674163818
861,X51007339657.jpg,Aik Huat Hardware Enterprise,1.14,1876.0612423419952
862,X51007339658.jpg,AKI HUAT HARDWARE ENTERPRISE (SETIA ALAM SUN BHD),28.0,1878.8562421798706
863,X51007391372.jpg,FY Eagle Enterprise,52.0,1880.357471704483
864,X51007419197.jpg,MYNEWS RETAIL SB,6.0,1881.9928796291351
865,X51007579726.jpg,MRT RapidKL,,1883.6587562561035
866,X51007843145.jpg,B-Petrol,50.0,1886.0257768630981
867,X51007846269.jpg,[name],,1887.9743702411652
868,X51007846270.jpg,[name],,1889.857121706009
869,X51007846286.jpg,[name],,1891.7895097732544
870,X51007846301.jpg,Unihanka International SDN BHD,,1894.491590499878
871,X51007846302.jpg,[name],,1896.374806880951
872,X51007846305.jpg,[name],,1898.2213728427887
873,X51007846307.jpg,UNIHAKKA INTERNATIONAL SDN BHD,,1900.8178932666779
874,X51007846309.jpg,UNIHARMA INTERNATIONAL SDN BHD,,1903.5029771327972
875,X51007846325.jpg,[name],,1905.4122502803802
876,X51007846326.jpg,Lemon Tree Restaurant,10.3,1907.6459407806396
877,X51007846350.jpg,PASARAYA CINWA SDN BHD,14.2,1910.5858790874481
878,X51007846353.jpg,,,1914.9544520378113
879,X51007846357.jpg,[name],,1916.8405792713165
880,X51007846366.jpg,ADON,14.0,1919.0688996315002
881,X51007846368.jpg,,,1924.387630701065
882,X51007846370.jpg,Uniparka International Son Edo,100.0,1927.2257137298584
883,X51007846388.jpg,[name],,1929.10116648674
884,X51007846391.jpg,UNIHARAPHA INTERNATIONAL SDN BHD,,1931.8509607315063
885,X51007846393.jpg,Moonlight Cake House,10.0,1934.2605383396149
886,X51007846395.jpg,Gerbang Arief Restaurants 5th Bnd,,1939.5164470672607
887,X51007846398.jpg,[name],,1941.4095945358276
888,X51007846410.jpg,,,1944.9882175922394
889,X51007846412.jpg,,,1950.239223241806
890,X51007846451.jpg,PASIR EMAS HARDWARE SON BHD,36.0,1953.0147559642792
891,X51008030560.jpg,,,1957.5496110916138
892,X51008030565.jpg,Restoran Hian Sheng,7.8,1959.218482017517
893,X51008030566.jpg,RESTORAN WAN SHENG,8.6,1960.8805441856384
894,X51008042777.jpg,Restoran Wan Sheng,4.8,1962.4900133609772
895,X51008042778.jpg,,,1967.0347256660461
896,X51008042782.jpg,RESTORAN NAN SHENG,6.7,1968.798906803131
897,X51008042783.jpg,Gerbang Alaf Restaurants Sdn Bhd,18.9,1970.7896955013275
898,X51008042791.jpg,RESTORAN MAN SHENG,2.4,1972.475632429123
899,X51008042792.jpg,,,1976.9635066986084
900,X51008042793.jpg,Sang Kee Cheras Restaurant,2.5,1978.8784375190735
901,X51008063849.jpg,UNI CLASSIC QUALITY BOND,,1980.8268971443176
902,X51008064061.jpg,,,1985.3723583221436
903,X51008099041.jpg,,,1989.9258182048798
904,X51008099043.jpg,Restoran Man Sheng,4.6,1991.5118095874786
905,X51008099044.jpg,,,1996.04740691185
906,X51008099046.jpg,RESTORAN MAN SHENG,4.6,1997.7541179656982
907,X51008099048.jpg,RESTORAN WAN SHENG,4.8,1999.4382088184357
908,X51008099049.jpg,PappaRich,17.22,2000.9406628608704
909,X51008099054.jpg,,,2005.5693535804749
910,X51008099071.jpg,Leong Heng Shell Service Station,50.0,2007.4525015354156
911,X51008099073.jpg,,,2012.0127120018005
912,X51008099081.jpg,,,2016.6031029224396
913,X51008099083.jpg,,,2021.2255907058716
914,X51008099084.jpg,,,2025.8411464691162
915,X51008099085.jpg,,,2030.4255776405334
916,X51008099087.jpg,Restoran Wan Sheng,7.8,2032.0866589546204
917,X51008099089.jpg,Restoran Han Sheng,9.6,2033.689604997635
918,X51008099102.jpg,SUSHI MENTAI - MAHOTA CHeras,68.0,2035.970597743988
919,X51008114216.jpg,MR. D.I.Y. (KUCHAI) SDN BHD,,2038.68244099617
920,X51008114217.jpg,Kuchai Son Bhd,,2040.5965476036072
921,X51008114260.jpg,Speed Mart,,2042.2085011005402
922,X51008114262.jpg,99 Speed Mart,137.15,2044.0353481769562
923,X51008114266.jpg,99 Speed Mart S/B,,2046.0460147857666
924,X51008114281.jpg,99 SPEED MART S/B,23.4,2047.9697251319885
925,X51008114282.jpg,Speed Mart S/B,20.9,2049.6124596595764
926,X51008114283.jpg,Eva Men Sandal,,2051.372771024704
927,X51008114284.jpg,Kuchai Son Bhd,,2053.32177901268
928,X51008114321.jpg,FILL IN ENTERPRISE,45.45,2055.17303609848
929,X51008122920.jpg,C W KHOO HARDWARE SDN BHD,19.0,2057.424430847168
930,X51008123446.jpg,Dion Realties Sdn Bhd,5.0,2059.2469549179077
931,X51008123447.jpg,Dion Realities Sdn Bhd,10.0,2061.2060594558716
932,X51008123450.jpg,Sanjung Realiti Sdn. Bhd.,1.5,2063.380651950836
933,X51008123451.jpg,C W KHOO HARDWARE SDN BHD,48.0,2065.5787513256073
934,X51008123476.jpg,Dion Realities Sdn Bhd,10.0,2067.5726613998413
935,X51008123580.jpg,M. C. I. Y. (M) SDN BHD,,2070.194112300873
936,X51008123586.jpg,MYNEWS RETAIL,7.7,2071.783008813858
937,X51008123599.jpg,Jimart,28.3,2073.2366104125977
938,X51008123604.jpg,Jimart,52.4,2074.671409845352
939,X51008128052.jpg,Pandah Indah Pulau Ketam Restaurant,93.0,2076.7570672035217
940,X51008128062.jpg,,,2077.9460113048553
941,X51008128065.jpg,99 Speed Mart S/B,,2079.949530363083
942,X51008142005.jpg,ONE THREE SEAFOOD RESTAURANT SDN BHD,137088.0,2082.564700126648
943,X51008142030.jpg,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,52.0,2085.1283605098724
944,X51008142031.jpg,ONE THREE SEAFOOD RESTAURANT SDN BHD,13.0,2087.5591354370117
945,X51008142032.jpg,ONE THREE SEAFOOD RESTAURANT SDN (BE) [1120908-M] Total: 70.00 SR,70.0,2091.0281887054443
946,X51008142033.jpg,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,42.4,2093.6456611156464
947,X51008142034.jpg,Medan Retail Sun Bhd,,2095.483298778534
948,X51008142038.jpg,99 Speed Mart S/B,,2097.483310699463
949,X51008142058.jpg,KEDAI PAPAN YEW CHUAN,43800.0,2099.7524287700653
950,X51008142059.jpg,KEDAI PAPAN YEW CHUAN,180.0,2102.1588912010193
951,X51008142060.jpg,Kedai Papan Yew Chuan,121.9,2104.37771320343
952,X51008142061.jpg,Kedai Papan Yew Chuan,178.0,2106.575039625168
953,X51008142062.jpg,KEDAI PAPAN YEW CHUAN,341.0,2108.903044462204
954,X51008142063.jpg,,,2113.555868625641
955,X51008142065.jpg,,,2118.3063430786133
956,X51008142068.jpg,,,2122.985776901245
957,X51008145450.jpg,Ghee Hiang,85.2,2124.61146402359
958,X51008145504.jpg,AMTECH ELECTRICAL SUPPLIES,136.0,2126.782820701599
959,X51008145505.jpg,KT Wong Trading,489.3,2128.3923902511597
960,X51008164420.jpg,Popular Book Co.,7.3,2129.8849351406097
961,X51008164510.jpg,,,2131.5307936668396
962,X51008164524.jpg,MR. D.I.Y. (M) SDN BHD,,2134.0053160190582
963,X51008164525.jpg,Pasaraya Mega Maju (Semenyih),30.45,2136.2080070972443
964,X51008164969.jpg,One Three Seafood Restaurant,59.0,2137.9394476413727
965,X51008164991.jpg,ONE THREE SEAFOOD RESTAURANT SDN BHD,35.0,2140.3917829990387
966,X51008164992.jpg,One One Three Seafood Restaurant,87.45,2142.236800670624
967,X51008164996.jpg,ONE THREE SEAFOOD RESTAURANT,58.0,2144.3032550811768
968,X51008164997.jpg,ONE ONE THREE SEAFOOD RESTAURANT Sdn Bhd,148.5,2146.8759257793427
969,X51008164998.jpg,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,38.0,2149.445384979248
970,X51008164999.jpg,CNF ONE THREE SEAFOOD RESTAURANT SDN BHD,179.5,2152.173254966736
971,X51009453801.jpg,GL HANDICRAFT & TAILORING,102.0,2154.2724237442017
972,X51009453804.jpg,Lian Hing Stationery Sdn Bhd,12.0,2156.428612470627
